"","rn","SYSTEM","RELEASE","CLASS","WMC","DIT","NOC","CBO","RFC","LCOM","CA","CE","NPM","LCOM3","LOC","DAM","MOA","MFA","CAM","IC","CBM","AMC","nextClass","nextLCOM","deltaLCOM","absDeltaLCOM"
"118","53033","jetty","7.0.2.v20100331","org.eclipse.jetty.http.HttpURI",27,1,1,7,46,41,1,6,24,0.8166,1177,0.4231,0,0,0.2253,0,0,41.6296,"org.eclipse.jetty.http.HttpURI",16,-25,25
"119","53582","jetty","9.0.6.v20130930","org.eclipse.jetty.http.PathMap",22,3,0,4,63,169,0,4,19,0.5476,929,125,2,0.8025,0.2857,1,3,40.8636,"org.eclipse.jetty.http.PathMap",148,-21,21
"120","53738","jetty","7.2.0.v20101020","org.eclipse.jetty.http.security.B64Code",9,1,0,0,26,28,0,0,8,0.8333,961,0,0,0,225,0,0,105.4444,"org.eclipse.jetty.http.security.B64Code",0,-28,28
"121","54024","jetty","7.5.4.v20111024","org.eclipse.jetty.http.ssl.SslContextFactory",98,0,0,10,205,4081,1,10,89,0.9501,1626,0.8864,3,0,0.1453,0,0,15.1429,"org.eclipse.jetty.http.ssl.SslContextFactory",3,-4078,4078
"122","54377","jetty","9.2.14.v20151106","org.eclipse.jetty.io.AbstractConnection",29,1,2,23,71,284,16,17,17,0.9129,448,625,6,0,0.1429,0,0,13.8966,"org.eclipse.jetty.io.AbstractConnection",195,-89,89
"123","54772","jetty","9.0.0.M2","org.eclipse.jetty.io.AbstractEndPoint",22,1,4,16,57,151,7,12,13,881,368,1,3,0,0.1845,0,0,15.1818,"org.eclipse.jetty.io.AbstractEndPoint",91,-60,60
"124","55052","jetty","7.6.16.v20140903","org.eclipse.jetty.io.AsyncEndPoint",10,1,0,6,10,45,4,2,10,2,10,0,0,0,375,0,0,0,"org.eclipse.jetty.io.AsyncEndPoint",1,-44,44
"125","55108","jetty","7.5.4.v20111024","org.eclipse.jetty.io.bio.SocketEndPoint",18,0,0,3,43,43,0,3,15,0.7206,271,0.25,0,0,0.4118,0,0,13.8333,"org.eclipse.jetty.io.bio.SocketEndPoint",0,-43,43
"126","55178","jetty","7.5.4.v20111024","org.eclipse.jetty.io.bio.StreamEndPoint",32,1,2,4,44,394,2,2,31,0.8645,317,0,0,0,0.2188,0,0,8.75,"org.eclipse.jetty.io.bio.StreamEndPoint",290,-104,104
"127","56078","jetty","7.5.4.v20111024","org.eclipse.jetty.io.ByteArrayEndPoint",38,1,0,4,58,587,0,4,38,0.9054,354,1,3,0,0.1678,0,0,8.1053,"org.eclipse.jetty.io.ByteArrayEndPoint",479,-108,108
"128","56668","jetty","7.5.4.v20111024","org.eclipse.jetty.io.EndPoint",25,1,0,7,25,300,6,1,25,2,25,0,0,0,0.31,0,0,0,"org.eclipse.jetty.io.EndPoint",231,-69,69
"129","57593","jetty","7.5.4.v20111024","org.eclipse.jetty.io.nio.ChannelEndPoint",30,1,1,7,74,117,1,6,27,798,887,1,0,0,0.2299,0,0,28.3333,"org.eclipse.jetty.io.nio.ChannelEndPoint",56,-61,61
"130","58011","jetty","7.6.16.v20140903","org.eclipse.jetty.io.nio.SelectChannelEndPoint",33,0,1,16,97,234,6,14,27,0.7649,1687,0.9524,3,0,0.1531,0,0,49.4848,"org.eclipse.jetty.io.nio.SelectChannelEndPoint",96,-138,138
"131","58176","jetty","7.6.16.v20140903","org.eclipse.jetty.io.nio.SelectorManager",37,0,0,13,60,510,3,13,21,0.9274,406,0.9231,1,0,91,0,0,9.6216,"org.eclipse.jetty.io.nio.SelectorManager",408,-102,102
"132","58437","jetty","7.6.16.v20140903","org.eclipse.jetty.io.nio.SelectorManager$SelectSet",20,1,0,15,122,76,7,13,13,0.8509,1178,0.9167,1,0,0.1214,0,0,57.3,"org.eclipse.jetty.io.nio.SelectorManager$SelectSet",52,-24,24
"133","58686","jetty","7.6.16.v20140903","org.eclipse.jetty.io.nio.SslConnection",41,0,0,13,129,560,1,13,12,875,1442,1,8,0,0.1688,0,0,33.7317,"org.eclipse.jetty.io.nio.SslConnection",497,-63,63
"134","58831","jetty","7.5.1.v20110908","org.eclipse.jetty.io.nio.SslSelectChannelEndPoint",30,0,0,9,113,85,0,9,18,0.6836,2319,0.7647,3,0,169,0,0,75.7333,"org.eclipse.jetty.io.nio.SslSelectChannelEndPoint",24,-61,61
"135","59085","jetty","9.2.14.v20151106","org.eclipse.jetty.io.SelectChannelEndPoint",14,0,1,11,48,35,2,10,6,0.6703,379,0.7143,1,0,188,0,0,25.5714,"org.eclipse.jetty.io.SelectChannelEndPoint",15,-20,20
"136","59199","jetty","9.2.14.v20151106","org.eclipse.jetty.io.SelectorManager",33,0,0,17,77,448,6,15,16,0.9156,391,0.8,1,0,0.1158,0,0,10.5455,"org.eclipse.jetty.io.SelectorManager",371,-77,77
"137","59249","jetty","9.0.0.M1","org.eclipse.jetty.io.SelectorManager$ManagedSelector",27,0,0,20,105,261,10,15,11,0.8462,744,0.8571,1,0,0.1254,0,0,26.2963,"org.eclipse.jetty.io.SelectorManager$ManagedSelector",167,-94,94
"138","60044","jetty","7.3.1.v20110307","org.eclipse.jetty.io.ThreadLocalBuffers",13,1,0,4,24,30,1,4,10,0.6111,215,1,0,0,0.5128,0,0,15.3077,"org.eclipse.jetty.io.ThreadLocalBuffers",0,-30,30
"139","60310","jetty","7.6.16.v20140903","org.eclipse.jetty.io.UncheckedPrintWriter",36,3,0,3,62,404,0,3,31,0.3429,557,1,0,0.6517,0.1473,1,12,14.3333,"org.eclipse.jetty.io.UncheckedPrintWriter",284,-120,120
"140","62195","jetty","7.6.16.v20140903","org.eclipse.jetty.jmx.MBeanContainer",17,0,0,11,84,36,1,11,16,0.6979,632,1,0,0,0.2321,0,0,35.8235,"org.eclipse.jetty.jmx.MBeanContainer",0,-36,36
"141","62296","jetty","7.5.0.RC0","org.eclipse.jetty.jmx.ObjectMBean",18,1,0,5,123,83,1,5,14,0.7914,1840,1,1,0,0.1765,0,0,100.6111,"org.eclipse.jetty.jmx.ObjectMBean",27,-56,56
"142","64062","jetty","7.6.16.v20140903","org.eclipse.jetty.jndi.NamingContext",49,1,1,10,140,468,5,7,47,0.7479,1950,0.8,1,0,0.2,0,0,38.5918,"org.eclipse.jetty.jndi.NamingContext",207,-261,261
"143","65362","jetty","9.1.0.M0","org.eclipse.jetty.plus.annotation.ContainerInitializer",10,1,0,3,25,29,0,3,10,0.8333,130,1,0,0,0.3,0,0,11.6,"org.eclipse.jetty.plus.annotation.ContainerInitializer",10,-19,19
"144","68581","jetty","7.6.16.v20140903","org.eclipse.jetty.plus.security.DataSourceLoginService",37,0,0,9,80,336,0,9,32,0.8304,981,0.9474,0,0,0.25,0,0,25,"org.eclipse.jetty.plus.security.DataSourceLoginService",306,-30,30
"145","68769","jetty","7.1.6.v20100715","org.eclipse.jetty.plus.webapp.Configuration",13,0,0,10,45,72,0,10,10,0.75,307,1,0,0,0.5385,0,0,22.5385,"org.eclipse.jetty.plus.webapp.Configuration",22,-50,50
"146","69274","jetty","9.0.7.v20131107","org.eclipse.jetty.plus.webapp.PlusDecorator",12,1,0,10,26,58,1,9,9,0.4091,123,1,0,0,0.25,0,0,9.0833,"org.eclipse.jetty.plus.webapp.PlusDecorator",0,-58,58
"147","69335","jetty","7.6.16.v20140903","org.eclipse.jetty.plus.webapp.PlusDescriptorProcessor",16,0,0,26,71,100,1,25,14,0.5333,1719,1,0,0,0.5333,0,0,106.375,"org.eclipse.jetty.plus.webapp.PlusDescriptorProcessor",35,-65,65
"148","69912","jetty","7.6.16.v20140903","org.eclipse.jetty.policy.JettyPolicy",20,2,0,9,66,96,3,8,10,0.8211,614,1,2,0.5135,0.1316,1,2,29.2,"org.eclipse.jetty.policy.JettyPolicy",13,-83,83
"149","70403","jetty","7.6.16.v20140903","org.eclipse.jetty.policy.PolicyBlock",12,1,0,4,16,48,4,0,12,0.8939,74,0.1667,0,0,0.2361,0,0,4.6667,"org.eclipse.jetty.policy.PolicyBlock",29,-19,19
"150","71169","jetty","9.2.14.v20151106","org.eclipse.jetty.proxy.ConnectHandler",41,0,0,32,116,662,7,29,19,0.89,752,1,0,0,0.1073,0,0,17.0976,"org.eclipse.jetty.proxy.ConnectHandler",435,-227,227
"151","71614","jetty","9.2.7.v20150116","org.eclipse.jetty.proxy.ProxyServlet",31,0,3,23,149,379,7,18,9,0.8833,1136,1,0,0,0.2091,0,0,35.3871,"org.eclipse.jetty.proxy.ProxyServlet",99,-280,280
"152","71885","jetty","9.2.1.v20140609","org.eclipse.jetty.quickstart.QuickStartWebApp",13,0,0,33,184,42,1,32,7,0.7976,2056,0.7143,1,0,0.3194,0,0,156.6154,"org.eclipse.jetty.quickstart.QuickStartWebApp",10,-32,32
"153","72761","jetty","7.6.16.v20140903","org.eclipse.jetty.rewrite.handler.ProxyRule",22,0,0,10,91,167,1,10,14,0.8878,637,1,0,0,0.2789,0,0,27.3182,"org.eclipse.jetty.rewrite.handler.ProxyRule",132,-35,35
"154","73864","jetty","7.1.6.v20100715","org.eclipse.jetty.rewrite.handler.RuleContainer",19,0,1,9,37,119,2,7,17,0.75,250,1,2,0,0.1988,0,0,11.8421,"org.eclipse.jetty.rewrite.handler.RuleContainer",45,-74,74
"155","74338","jetty","7.6.16.v20140903","org.eclipse.jetty.security.authentication.ClientCertAuthenticator",25,0,0,13,46,242,1,12,23,0.9318,269,1,0,0,225,0,0,9.32,"org.eclipse.jetty.security.authentication.ClientCertAuthenticator",6,-236,236
"156","74447","jetty","7.6.7.v20120910","org.eclipse.jetty.security.authentication.DeferredAuthentication",13,1,0,21,24,26,8,15,11,0.7976,178,0.8571,3,0,0.1759,0,0,12.1538,"org.eclipse.jetty.security.authentication.DeferredAuthentication",0,-26,26
"157","74806","jetty","7.6.16.v20140903","org.eclipse.jetty.security.authentication.DigestAuthenticator",13,0,0,17,61,28,2,16,10,0.7083,429,0.8333,0,0,0.2,0,0,31.5385,"org.eclipse.jetty.security.authentication.DigestAuthenticator",7,-21,21
"158","75128","jetty","7.6.16.v20140903","org.eclipse.jetty.security.authentication.FormAuthenticator",13,0,0,20,78,50,1,19,10,0.9167,648,0.4667,0,0,0.3214,0,0,47.6923,"org.eclipse.jetty.security.authentication.FormAuthenticator",22,-28,28
"159","75947","jetty","7.6.16.v20140903","org.eclipse.jetty.security.authentication.SessionAuthentication",13,1,0,8,33,50,1,7,10,0.9063,155,875,0,0,0.2292,0,0,10.3077,"org.eclipse.jetty.security.authentication.SessionAuthentication",13,-37,37
"160","76781","jetty","8.1.16.v20140903","org.eclipse.jetty.security.ConstraintSecurityHandler",29,0,0,19,147,296,0,19,20,0.7786,1251,1,0,0,0.11,0,0,41.9655,"org.eclipse.jetty.security.ConstraintSecurityHandler",83,-213,213
"161","78447","jetty","7.6.16.v20140903","org.eclipse.jetty.security.MappedLoginService",19,0,2,13,52,93,2,11,12,0.8056,291,1,1,0,0.2222,0,0,14.1053,"org.eclipse.jetty.security.MappedLoginService",60,-33,33
"162","79023","jetty","7.6.16.v20140903","org.eclipse.jetty.security.PropertyUserStore",16,0,0,16,80,84,3,15,8,0.7733,441,1,1,0,219,0,0,25.9375,"org.eclipse.jetty.security.PropertyUserStore",50,-34,34
"163","79795","jetty","7.6.16.v20140903","org.eclipse.jetty.security.SecurityHandler",33,0,1,34,104,430,5,30,22,0.9183,826,0.8462,4,0,0.1362,0,0,23.6364,"org.eclipse.jetty.security.SecurityHandler",324,-106,106
"164","81175","jetty","8.1.16.v20140903","org.eclipse.jetty.server.AbstractConnector",108,0,3,24,203,5040,4,21,94,0.9638,1194,1,1,0,0.0978,0,0,9.7593,"org.eclipse.jetty.server.AbstractConnector",291,-4749,4749
"165","81387","jetty","7.6.0.RC1","org.eclipse.jetty.server.AbstractHttpConnection",55,0,2,43,161,1089,18,33,35,0.9338,1099,0.9615,6,0,0.1005,0,0,18.5091,"org.eclipse.jetty.server.AbstractHttpConnection",633,-456,456
"166","81863","jetty","7.0.0.v20091005","org.eclipse.jetty.server.AsyncContinuation",48,1,0,22,84,544,10,15,35,0.8752,1325,1,2,0,134,0,0,26.1458,"org.eclipse.jetty.server.AsyncContinuation",467,-77,77
"167","82035","jetty","7.6.16.v20140903","org.eclipse.jetty.server.AsyncContinuation$AsyncEventState",11,0,0,6,21,31,3,4,9,0.85,143,0.8333,1,0,0.2208,0,0,11.4545,"org.eclipse.jetty.server.AsyncContinuation$AsyncEventState",12,-19,19
"168","83838","jetty","7.6.16.v20140903","org.eclipse.jetty.server.bio.SocketConnector",18,0,1,13,59,115,3,11,8,0.8529,262,1,0,0,0.1985,0,0,13.3333,"org.eclipse.jetty.server.bio.SocketConnector",65,-50,50
"169","84196","jetty","8.1.16.v20140903","org.eclipse.jetty.server.Connector",50,1,0,17,50,1225,14,5,50,2,50,0,0,0,0.1857,0,0,0,"org.eclipse.jetty.server.Connector",55,-1170,1170
"170","85089","jetty","8.0.0.M2","org.eclipse.jetty.server.handler.AbstractHandler",10,0,5,12,31,39,5,7,7,0.7778,145,1,1,0,0.35,0,0,13.4,"org.eclipse.jetty.server.handler.AbstractHandler",15,-24,24
"171","85386","jetty","8.1.16.v20140903","org.eclipse.jetty.server.handler.ConnectHandler",39,0,1,26,135,563,4,25,18,0.8191,953,1,0,0,0.1276,0,0,23.2308,"org.eclipse.jetty.server.handler.ConnectHandler",402,-161,161
"172","85478","jetty","7.6.16.v20140903","org.eclipse.jetty.server.handler.ConnectHandler$ClientToProxyConnection",15,1,0,9,41,55,2,9,14,0.8482,357,875,2,0,0.1833,0,0,22.2667,"org.eclipse.jetty.server.handler.ConnectHandler$ClientToProxyConnection",31,-24,24
"173","85568","jetty","8.1.16.v20140903","org.eclipse.jetty.server.handler.ConnectHandler$Manager",8,0,0,11,25,22,1,11,2,0.5714,72,0,1,0,0.2292,0,0,7.875,"org.eclipse.jetty.server.handler.ConnectHandler$Manager",0,-22,22
"174","85573","jetty","7.3.0.v20110203","org.eclipse.jetty.server.handler.ConnectHandler$ProxyToServerConnection",16,1,0,10,41,80,4,9,15,0.8667,357,875,2,0,0.1797,0,0,20.8125,"org.eclipse.jetty.server.handler.ConnectHandler$ProxyToServerConnection",32,-48,48
"175","85758","jetty","8.1.16.v20140903","org.eclipse.jetty.server.handler.ContextHandler",98,0,1,45,276,4089,20,30,84,0.9522,2723,0.9744,2,0,0.0611,0,0,26.3878,"org.eclipse.jetty.server.handler.ContextHandler",3656,-433,433
"176","86286","jetty","9.0.0.M3","org.eclipse.jetty.server.handler.ContextHandler$Context",59,1,0,21,142,1027,12,10,58,0.8793,1020,0.8,1,0,0.1175,0,0,16.2034,"org.eclipse.jetty.server.handler.ContextHandler$Context",0,-1027,1027
"177","86951","jetty","7.6.16.v20140903","org.eclipse.jetty.server.handler.GzipHandler",18,0,0,12,46,115,3,11,14,0.8824,257,1,0,0,0.2279,0,0,12.9444,"org.eclipse.jetty.server.handler.GzipHandler",61,-54,54
"178","87142","jetty","7.6.16.v20140903","org.eclipse.jetty.server.handler.HandlerCollection",15,0,2,13,52,39,4,10,11,0.5476,441,1,1,0,0.15,0,0,28.2,"org.eclipse.jetty.server.handler.HandlerCollection",19,-20,20
"179","88380","jetty","7.1.6.v20100715","org.eclipse.jetty.server.handler.ProxyHandler",37,0,0,23,120,504,4,23,17,809,764,1,0,0,0.1351,0,0,19.4324,"org.eclipse.jetty.server.handler.ProxyHandler",6,-498,498
"180","88704","jetty","7.6.16.v20140903","org.eclipse.jetty.server.handler.ResourceHandler",27,0,0,17,104,253,0,17,22,0.8741,692,0.0909,1,0,0.2051,0,0,24.2222,"org.eclipse.jetty.server.handler.ResourceHandler",169,-84,84
"181","89005","jetty","9.0.7.v20131107","org.eclipse.jetty.server.handler.ShutdownHandler",19,0,0,8,49,123,1,8,10,0.7361,305,1,0,0,0.2292,0,0,14.8421,"org.eclipse.jetty.server.handler.ShutdownHandler",25,-98,98
"182","89119","jetty","7.0.1.v20091125","org.eclipse.jetty.server.handler.StatisticsHandler",40,0,0,6,70,596,1,6,28,0.8562,839,1,0,0,0.13,0,0,19.4,"org.eclipse.jetty.server.handler.StatisticsHandler",418,-178,178
"183","89538","jetty","9.1.0.v20131115","org.eclipse.jetty.server.HttpChannel",48,1,1,54,207,732,20,42,34,0.8673,1416,1,6,0,84,0,0,28.1458,"org.eclipse.jetty.server.HttpChannel",633,-99,99
"184","89732","jetty","9.0.0.M1","org.eclipse.jetty.server.HttpChannelState",56,1,0,27,110,594,14,18,41,0.8085,1541,1,3,0,0.1026,0,0,26.25,"org.eclipse.jetty.server.HttpChannelState",223,-371,371
"185","90161","jetty","8.0.4.v20111024","org.eclipse.jetty.server.HttpConnection",59,0,2,44,162,1307,19,33,36,0.9403,1272,0.9615,6,0,0.0998,0,0,20.1186,"org.eclipse.jetty.server.HttpConnection",262,-1045,1045
"186","90702","jetty","9.2.14.v20151106","org.eclipse.jetty.server.HttpInput",31,0,2,15,63,233,8,9,20,0.7905,816,1,7,0,0.2048,0,0,24.871,"org.eclipse.jetty.server.HttpInput",34,-199,199
"187","90918","jetty","9.2.14.v20151106","org.eclipse.jetty.server.HttpInputOverHTTP",18,0,0,10,48,115,1,10,7,0.8235,254,1,1,0,0.2773,0,0,12.8889,"org.eclipse.jetty.server.HttpInputOverHTTP",3,-112,112
"188","91037","jetty","9.3.1.v20150714","org.eclipse.jetty.server.HttpOutput",46,0,0,32,139,467,17,23,31,0.7131,1622,1,2,0,0.1056,0,0,34.0217,"org.eclipse.jetty.server.HttpOutput",393,-74,74
"189","92381","jetty","9.0.0.v20130308","org.eclipse.jetty.server.NCSARequestLog",36,0,0,17,88,430,0,17,32,0.9129,890,1,0,0,0.1746,0,0,23.1389,"org.eclipse.jetty.server.NCSARequestLog",35,-395,395
"190","92656","jetty","7.6.16.v20140903","org.eclipse.jetty.server.nio.BlockingChannelConnector",14,0,0,10,44,65,2,10,7,0.8462,154,1,0,0,0.2179,0,0,9.7857,"org.eclipse.jetty.server.nio.BlockingChannelConnector",16,-49,49
"191","93084","jetty","7.6.0.RC1","org.eclipse.jetty.server.nio.SelectChannelConnector",23,0,3,20,85,175,5,17,15,0.8636,445,1,0,0,0.1364,0,0,18.087,"org.eclipse.jetty.server.nio.SelectChannelConnector",142,-33,33
"192","93467","jetty","9.0.4.v20130625","org.eclipse.jetty.server.Request",133,1,0,71,331,7504,38,41,131,0.9543,2910,0.9434,8,0,0.0582,0,0,20.4812,"org.eclipse.jetty.server.Request",7243,-261,261
"193","93834","jetty","7.6.16.v20140903","org.eclipse.jetty.server.ResourceCache",26,1,0,12,72,201,2,12,14,0.8167,500,1,1,0,0.19,0,0,17.7692,"org.eclipse.jetty.server.ResourceCache",61,-140,140
"194","94034","jetty","7.1.6.v20100715","org.eclipse.jetty.server.ResourceCache$Content",18,1,1,9,36,49,2,8,15,0.7824,447,0,3,0,0.2222,0,0,23.2778,"org.eclipse.jetty.server.ResourceCache$Content",27,-22,22
"195","94260","jetty","9.2.14.v20151106","org.eclipse.jetty.server.Response",70,1,0,56,268,1351,21,40,63,0.8496,2556,0.9048,4,0,0.1263,0,0,35.2143,"org.eclipse.jetty.server.Response",1325,-26,26
"196","94646","jetty","7.6.16.v20140903","org.eclipse.jetty.server.Server",47,0,0,49,137,813,30,27,44,0.8929,882,1,2,0,0.1118,0,0,17.4681,"org.eclipse.jetty.server.Server",505,-308,308
"197","95207","jetty","7.6.16.v20140903","org.eclipse.jetty.server.session.AbstractSession",49,1,2,11,89,810,7,6,36,0.8778,936,0.9333,1,0,0.1713,0,0,17.7959,"org.eclipse.jetty.server.session.AbstractSession",731,-79,79
"198","95321","jetty","7.6.16.v20140903","org.eclipse.jetty.server.session.AbstractSessionIdManager",13,0,2,6,40,30,2,4,10,0.7778,317,1,0,0,0.3,0,0,22.9231,"org.eclipse.jetty.server.session.AbstractSessionIdManager",8,-22,22
"199","95438","jetty","7.6.16.v20140903","org.eclipse.jetty.server.session.AbstractSessionManager",72,0,2,20,159,2308,6,15,66,951,933,0.84,3,0,0.1472,0,0,11.6111,"org.eclipse.jetty.server.session.AbstractSessionManager",1428,-880,880
"200","95749","jetty","7.4.5.v20110725","org.eclipse.jetty.server.session.AbstractSessionManager$Session",38,1,2,11,82,471,7,6,22,0.8514,921,0.9286,1,0,0.1908,0,0,22.8684,"org.eclipse.jetty.server.session.AbstractSessionManager$Session",409,-62,62
"201","95966","jetty","7.0.2.v20100331","org.eclipse.jetty.server.session.HashSessionIdManager",15,0,0,6,49,49,1,5,13,0.8878,324,0.8571,0,0,0.3,0,0,20.1333,"org.eclipse.jetty.server.session.HashSessionIdManager",15,-34,34
"202","96100","jetty","7.4.5.v20110725","org.eclipse.jetty.server.session.HashSessionManager",31,0,0,10,105,217,5,9,20,0.8611,876,1,0,0,0.1378,0,0,26.871,"org.eclipse.jetty.server.session.HashSessionManager",139,-78,78
"203","96574","jetty","7.6.16.v20140903","org.eclipse.jetty.server.session.JDBCSessionIdManager",36,0,0,12,112,432,4,11,25,0.9014,1652,0.9677,2,0,0.1532,0,0,44.0278,"org.eclipse.jetty.server.session.JDBCSessionIdManager",284,-148,148
"204","96963","jetty","7.6.1.v20120215","org.eclipse.jetty.server.session.JDBCSessionManager",33,0,0,12,121,340,5,11,10,0.8563,1444,1,0,0,0.1534,0,0,42.4545,"org.eclipse.jetty.server.session.JDBCSessionManager",300,-40,40
"205","97277","jetty","7.6.16.v20140903","org.eclipse.jetty.server.session.JDBCSessionManager$Session",26,0,0,8,58,199,3,6,15,888,349,0.9,1,0,0.2308,0,0,12.0385,"org.eclipse.jetty.server.session.JDBCSessionManager$Session",0,-199,199
"206","97811","jetty","7.6.16.v20140903","org.eclipse.jetty.server.SessionManager",34,1,0,8,34,561,5,4,33,1.0269,46,0,0,0,0.1852,0,0,0.0882,"org.eclipse.jetty.server.SessionManager",325,-236,236
"207","97895","jetty","7.6.16.v20140903","org.eclipse.jetty.server.ShutdownMonitor",30,1,0,4,50,327,3,3,10,0.8391,343,1,1,0,0.1567,0,0,10.2333,"org.eclipse.jetty.server.ShutdownMonitor",95,-232,232
"208","98406","jetty","7.6.16.v20140903","org.eclipse.jetty.server.ssl.SslConnector",35,1,0,5,40,595,3,2,34,1.0118,69,0,0,0,0.3059,0,0,0.8286,"org.eclipse.jetty.server.ssl.SslConnector",496,-99,99
"209","98455","jetty","7.3.0.v20110203","org.eclipse.jetty.server.ssl.SslSelectChannelConnector",48,0,0,18,111,950,1,18,40,0.9127,683,1,0,0,0.1458,0,0,12.8333,"org.eclipse.jetty.server.ssl.SslSelectChannelConnector",0,-950,950
"210","98551","jetty","7.3.0.v20110203","org.eclipse.jetty.server.ssl.SslSocketConnector",50,0,0,12,112,1053,2,11,42,0.8969,667,1,0,0,158,0,0,11.96,"org.eclipse.jetty.server.ssl.SslSocketConnector",0,-1053,1053
"211","99659","jetty","9.2.14.v20151106","org.eclipse.jetty.servlet.DefaultServlet",23,0,0,31,195,177,1,31,5,839,2340,1,2,0,0.2197,0,0,99.6957,"org.eclipse.jetty.servlet.DefaultServlet",144,-33,33
"212","100332","jetty","7.6.16.v20140903","org.eclipse.jetty.servlet.FilterMapping",20,1,0,10,38,126,3,7,16,0.9518,296,0.4167,1,0,0.2063,0,0,13.2,"org.eclipse.jetty.servlet.FilterMapping",80,-46,46
"213","100618","jetty","9.1.0.v20131115","org.eclipse.jetty.servlet.Holder",30,0,2,21,66,317,10,12,26,0.8966,354,1,2,0,0.1571,0,0,10.4667,"org.eclipse.jetty.servlet.Holder",118,-199,199
"214","101970","jetty","9.0.0.M1","org.eclipse.jetty.servlet.ServletContextHandler",41,0,0,18,100,688,3,17,31,0.8712,692,0.6923,1,0,105,0,0,15.561,"org.eclipse.jetty.servlet.ServletContextHandler",587,-101,101
"215","102210","jetty","9.0.7.v20131107","org.eclipse.jetty.servlet.ServletContextHandler$Decorator",8,1,0,4,8,28,2,2,8,2,8,0,0,0,0.3333,0,0,0,"org.eclipse.jetty.servlet.ServletContextHandler$Decorator",1,-27,27
"216","102509","jetty","7.6.16.v20140903","org.eclipse.jetty.servlet.ServletHandler",59,0,0,42,202,1469,13,34,47,0.8811,2311,0.9474,5,0,0.0969,0,0,37.8475,"org.eclipse.jetty.servlet.ServletHandler",1305,-164,164
"217","102890","jetty","7.6.16.v20140903","org.eclipse.jetty.servlet.ServletHolder",44,0,0,25,124,674,13,18,31,0.8854,1084,0.9286,2,0,124,0,0,23.3182,"org.eclipse.jetty.servlet.ServletHolder",450,-224,224
"218","103731","jetty","9.2.14.v20151106","org.eclipse.jetty.servlets.AsyncGzipFilter",12,0,0,16,92,26,0,16,9,0.8843,1178,0.7727,0,0,0.2121,0,0,95.3333,"org.eclipse.jetty.servlets.AsyncGzipFilter",0,-26,26
"219","103758","jetty","8.1.16.v20140903","org.eclipse.jetty.servlets.BalancerServlet",22,0,0,6,76,201,0,6,5,0.9206,570,1,1,0,0.3905,0,0,24.5,"org.eclipse.jetty.servlets.BalancerServlet",125,-76,76
"220","104497","jetty","7.6.16.v20140903","org.eclipse.jetty.servlets.CrossOriginFilter",17,1,0,2,61,70,0,2,4,0.9554,868,0.4286,0,0,0.2639,0,0,48.4118,"org.eclipse.jetty.servlets.CrossOriginFilter",26,-44,44
"221","104734","jetty","7.6.16.v20140903","org.eclipse.jetty.servlets.DoSFilter",50,1,1,13,146,1039,6,12,32,0.9781,1396,0.7547,0,0,117,0,0,25.86,"org.eclipse.jetty.servlets.DoSFilter",30,-1009,1009
"222","105633","jetty","9.0.3.v20130506","org.eclipse.jetty.servlets.gzip.CompressedResponseWrapper",30,0,3,18,72,267,17,2,27,0.8276,547,0.8182,1,0,225,0,0,16.8667,"org.eclipse.jetty.servlets.gzip.CompressedResponseWrapper",221,-46,46
"223","106104","jetty","9.2.14.v20151106","org.eclipse.jetty.servlets.GzipFilter",13,0,1,11,80,60,4,9,4,0.9327,873,0.8077,0,0,0.2222,0,0,64.1538,"org.eclipse.jetty.servlets.GzipFilter",6,-54,54
